;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
202101;Enero de 2021;1;Andalucía;4;Almería;04041;Enix;4;0;3;0;0;1;0;3;0;0;1
202101;Enero de 2021;1;Andalucía;4;Almería;04043;Felix;4;0;2;0;0;2;0;0;0;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04044;Fines;26;0;19;1;0;6;0;2;9;6;9
202101;Enero de 2021;1;Andalucía;4;Almería;04045;Fiñana;27;1;9;0;1;16;0;17;2;1;7
202101;Enero de 2021;1;Andalucía;4;Almería;04046;Fondón;10;0;3;0;0;7;0;1;0;1;8
202101;Enero de 2021;1;Andalucía;4;Almería;04047;Gádor;70;0;52;2;0;16;0;15;22;23;10
202101;Enero de 2021;1;Andalucía;4;Almería;04048;Gallardos, Los;30;0;17;1;0;11;1;1;0;2;27
202101;Enero de 2021;1;Andalucía;4;Almería;04049;Garrucha;90;3;60;1;0;25;1;2;0;6;82
202101;Enero de 2021;1;Andalucía;4;Almería;04050;Gérgal;27;0;18;1;0;8;0;16;0;0;11
202101;Enero de 2021;1;Andalucía;4;Almería;04051;Huécija;7;0;4;0;0;3;0;2;0;0;5
202101;Enero de 2021;1;Andalucía;4;Almería;04052;Huércal de Almería;341;11;212;15;8;92;3;0;14;28;299
202101;Enero de 2021;1;Andalucía;4;Almería;04053;Huércal-Overa;401;4;236;9;4;144;4;172;7;19;203
202101;Enero de 2021;1;Andalucía;4;Almería;04054;Illar;9;0;5;0;0;4;0;5;0;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04055;Instinción;12;0;7;0;0;5;0;5;1;0;6
202101;Enero de 2021;1;Andalucía;4;Almería;04056;Laroya;4;0;2;0;0;2;0;0;0;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04057;Láujar de Andarax;38;0;19;4;0;15;0;4;1;6;27
202101;Enero de 2021;1;Andalucía;4;Almería;04058;Líjar;7;0;1;0;0;6;0;2;0;1;4
202101;Enero de 2021;1;Andalucía;4;Almería;04059;Lubrín;17;0;13;0;0;4;0;0;2;2;13
202101;Enero de 2021;1;Andalucía;4;Almería;04060;Lucainena de las Torres;74;18;39;0;1;16;0;22;28;9;15
202101;Enero de 2021;1;Andalucía;4;Almería;04061;Lúcar;11;0;6;0;0;5;0;5;0;0;6
202101;Enero de 2021;1;Andalucía;4;Almería;04062;Macael;45;2;26;1;0;16;0;13;16;1;15
202101;Enero de 2021;1;Andalucía;4;Almería;04063;María;12;0;5;0;0;7;0;4;0;0;8
202101;Enero de 2021;1;Andalucía;4;Almería;04064;Mojácar;80;5;33;5;8;28;1;0;0;13;67
202101;Enero de 2021;1;Andalucía;4;Almería;04065;Nacimiento;18;0;9;0;0;9;0;8;6;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04066;Níjar;978;64;541;17;18;330;8;524;45;27;382
202101;Enero de 2021;1;Andalucía;4;Almería;04067;Ohanes;10;0;7;0;0;3;0;5;0;0;5
202101;Enero de 2021;1;Andalucía;4;Almería;04068;Olula de Castro;4;0;1;0;0;3;0;0;0;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04069;Olula del Río;48;3;21;1;7;16;0;3;4;6;35
202101;Enero de 2021;1;Andalucía;4;Almería;04070;Oria;109;0;37;8;2;60;2;8;3;6;92
202101;Enero de 2021;1;Andalucía;4;Almería;04071;Padules;11;0;7;0;0;4;0;6;0;1;4
202101;Enero de 2021;1;Andalucía;4;Almería;04072;Partaloa;4;0;1;0;0;3;0;3;0;0;1
202101;Enero de 2021;1;Andalucía;4;Almería;04073;Paterna del Río;1;0;1;0;0;0;0;0;0;0;1
202101;Enero de 2021;1;Andalucía;4;Almería;04074;Pechina;24;1;11;2;0;10;0;10;1;1;12
202101;Enero de 2021;1;Andalucía;4;Almería;04075;Pulpí;1380;25;1001;6;6;340;2;1217;18;14;131
202101;Enero de 2021;1;Andalucía;4;Almería;04076;Purchena;24;0;7;0;0;16;1;2;1;0;21
202101;Enero de 2021;1;Andalucía;4;Almería;04077;Rágol;9;0;5;0;0;4;0;5;0;0;4
202101;Enero de 2021;1;Andalucía;4;Almería;04078;Rioja;13;0;3;0;0;10;0;2;1;0;10
202101;Enero de 2021;1;Andalucía;4;Almería;04079;Roquetas de Mar;1381;30;768;21;29;506;27;288;22;258;813
202101;Enero de 2021;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;9;0;3;0;0;6;0;3;0;0;6
202101;Enero de 2021;1;Andalucía;4;Almería;04081;Santa Fe de Mondújar;11;0;6;0;0;5;0;2;0;0;9
202101;Enero de 2021;1;Andalucía;4;Almería;04082;Senés;3;0;0;0;0;3;0;3;0;0;0
202101;Enero de 2021;1;Andalucía;4;Almería;04083;Serón;35;0;5;2;0;28;0;1;1;0;33
202101;Enero de 2021;1;Andalucía;4;Almería;04084;Sierro;6;0;1;0;0;5;0;0;0;0;6
202101;Enero de 2021;1;Andalucía;4;Almería;04085;Somontín;10;0;1;0;0;9;0;4;0;0;6
202101;Enero de 2021;1;Andalucía;4;Almería;04086;Sorbas;60;3;24;5;2;24;2;20;5;3;32
202101;Enero de 2021;1;Andalucía;4;Almería;04087;Suflí;1;0;1;0;0;0;0;0;1;0;0
202101;Enero de 2021;1;Andalucía;4;Almería;04088;Tabernas;70;1;36;0;1;29;3;20;9;4;37
202101;Enero de 2021;1;Andalucía;4;Almería;04089;Taberno;5;0;0;0;0;5;0;0;0;0;5
202101;Enero de 2021;1;Andalucía;4;Almería;04090;Tahal;22;0;15;0;0;7;0;11;0;6;5
202101;Enero de 2021;1;Andalucía;4;Almería;04091;Terque;16;0;5;0;0;11;0;4;0;0;12
202101;Enero de 2021;1;Andalucía;4;Almería;04092;Tíjola;53;2;26;1;0;24;0;16;2;4;31
202101;Enero de 2021;1;Andalucía;4;Almería;04093;Turre;29;0;9;0;3;15;2;9;0;3;17
202101;Enero de 2021;1;Andalucía;4;Almería;04094;Turrillas;9;0;2;0;0;7;0;4;0;0;5
202101;Enero de 2021;1;Andalucía;4;Almería;04095;Uleila del Campo;20;1;6;0;0;13;0;7;0;0;13
202101;Enero de 2021;1;Andalucía;4;Almería;04096;Urrácal;7;0;4;0;0;3;0;6;0;0;1
202101;Enero de 2021;1;Andalucía;4;Almería;04097;Velefique;0;0;0;0;0;0;0;0;0;0;0
202101;Enero de 2021;1;Andalucía;4;Almería;04098;Vélez-Blanco;25;0;13;0;1;11;0;6;0;0;19
202101;Enero de 2021;1;Andalucía;4;Almería;04099;Vélez-Rubio;74;4;30;2;5;32;1;5;16;8;45
202101;Enero de 2021;1;Andalucía;4;Almería;04100;Vera;285;11;186;13;7;66;2;100;2;28;155
202101;Enero de 2021;1;Andalucía;4;Almería;04101;Viator;228;20;119;12;2;69;6;3;10;28;187
202101;Enero de 2021;1;Andalucía;4;Almería;04102;Vícar;711;11;355;10;14;319;2;242;68;41;360
202101;Enero de 2021;1;Andalucía;4;Almería;04103;Zurgena;36;4;17;0;1;13;1;7;0;11;18
202101;Enero de 2021;1;Andalucía;4;Almería;04901;Tres Villas, Las;21;0;14;0;0;7;0;10;0;0;11
202101;Enero de 2021;1;Andalucía;4;Almería;04902;Ejido, El;4151;65;1930;60;45;2021;30;1247;73;184;2647
202101;Enero de 2021;1;Andalucía;4;Almería;04903;Mojonera, La;459;4;201;5;5;242;2;254;10;7;188
202101;Enero de 2021;1;Andalucía;4;Almería;04904;Balanegra;93;0;26;0;1;66;0;14;0;0;79
202101;Enero de 2021;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;152;0;104;2;0;46;0;39;0;22;91
202101;Enero de 2021;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;532;0;283;3;0;244;2;448;3;8;73
202101;Enero de 2021;1;Andalucía;11;Cádiz;11003;Algar;31;0;16;0;0;15;0;1;0;6;24
202101;Enero de 2021;1;Andalucía;11;Cádiz;11004;Algeciras;7680;33;5941;58;31;1570;47;38;121;154;7367
202101;Enero de 2021;1;Andalucía;11;Cádiz;11005;Algodonales;200;0;87;0;0;113;0;95;0;17;88
202101;Enero de 2021;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;922;13;491;4;11;393;10;204;34;175;509
202101;Enero de 2021;1;Andalucía;11;Cádiz;11007;Barbate;365;22;191;5;10;131;6;66;37;33;229
202101;Enero de 2021;1;Andalucía;11;Cádiz;11008;Barrios, Los;956;16;609;14;3;297;17;25;329;118;484
202101;Enero de 2021;1;Andalucía;11;Cádiz;11009;Benaocaz;33;0;18;0;0;15;0;1;9;0;23
202101;Enero de 2021;1;Andalucía;11;Cádiz;11010;Bornos;156;0;88;1;0;67;0;9;1;42;104
202101;Enero de 2021;1;Andalucía;11;Cádiz;11011;Bosque, El;103;1;50;0;0;52;0;1;4;3;95
202101;Enero de 2021;1;Andalucía;11;Cádiz;11012;Cádiz;3910;51;2179;57;41;1522;60;120;198;405;3187
202101;Enero de 2021;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;53;1;35;0;0;15;2;11;5;13;24
202101;Enero de 2021;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;488;8;322;5;3;146;4;18;11;162;297
202101;Enero de 2021;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;1369;19;798;32;16;479;25;8;170;348;843
202101;Enero de 2021;1;Andalucía;11;Cádiz;11016;Chipiona;731;23;345;4;28;325;6;163;13;93;462
202101;Enero de 2021;1;Andalucía;11;Cádiz;11017;Espera;369;0;285;0;0;84;0;80;0;232;57
202101;Enero de 2021;1;Andalucía;11;Cádiz;11018;Gastor, El;59;0;25;0;0;34;0;28;1;5;25
202101;Enero de 2021;1;Andalucía;11;Cádiz;11019;Grazalema;72;0;38;0;0;34;0;2;2;3;65
202101;Enero de 2021;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;7477;84;4030;97;55;3115;96;1216;500;814;4947
202101;Enero de 2021;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;159;2;116;5;2;34;0;74;3;25;57
202101;Enero de 2021;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;841;27;374;16;15;401;8;2;51;146;642
202101;Enero de 2021;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;345;2;205;4;0;131;3;105;45;34;161
202101;Enero de 2021;1;Andalucía;11;Cádiz;11024;Olvera;495;0;272;1;2;220;0;330;10;50;105
202101;Enero de 2021;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;104;1;61;0;1;39;2;11;13;46;34
202101;Enero de 2021;1;Andalucía;11;Cádiz;11026;Prado del Rey;141;1;73;0;1;62;4;22;22;10;87
202101;Enero de 2021;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;1768;40;908;47;25;720;28;37;169;251;1311
202101;Enero de 2021;1;Andalucía;11;Cádiz;11028;Puerto Real;1073;23;714;16;9;304;7;38;260;231;544
202101;Enero de 2021;1;Andalucía;11;Cádiz;11029;Puerto Serrano;146;0;89;0;0;57;0;24;3;49;70
202101;Enero de 2021;1;Andalucía;11;Cádiz;11030;Rota;708;9;422;24;3;237;13;55;41;233;379
202101;Enero de 2021;1;Andalucía;11;Cádiz;11031;San Fernando;1174;17;481;43;17;586;30;4;60;183;927
202101;Enero de 2021;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;2108;15;1189;14;9;869;12;752;43;413;900
202101;Enero de 2021;1;Andalucía;11;Cádiz;11033;San Roque;990;16;687;34;7;227;19;13;408;263;306
202101;Enero de 2021;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;191;0;102;1;0;88;0;150;1;14;26
202101;Enero de 2021;1;Andalucía;11;Cádiz;11035;Tarifa;366;15;158;15;7;158;13;25;38;38;265
202101;Enero de 2021;1;Andalucía;11;Cádiz;11036;Torre Alháquime;115;0;76;0;0;39;0;102;0;0;13
202101;Enero de 2021;1;Andalucía;11;Cádiz;11037;Trebujena;168;1;89;0;0;77;1;41;0;24;103
202101;Enero de 2021;1;Andalucía;11;Cádiz;11038;Ubrique;505;3;269;7;0;216;10;8;327;24;146
202101;Enero de 2021;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;294;9;182;2;0;100;1;54;2;60;178
202101;Enero de 2021;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;23;0;15;0;0;8;0;6;0;4;13
202101;Enero de 2021;1;Andalucía;11;Cádiz;11041;Villamartín;469;7;208;3;1;249;1;138;17;31;283
202101;Enero de 2021;1;Andalucía;11;Cádiz;11042;Zahara;147;0;72;1;1;73;0;31;9;50;57
202101;Enero de 2021;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;149;3;74;2;0;67;3;13;3;40;93
202101;Enero de 2021;1;Andalucía;11;Cádiz;11902;San José del Valle;163;0;102;0;2;56;3;43;13;57;50
202101;Enero de 2021;1;Andalucía;11;Cádiz;11903;San Martín del Tesorillo;21;0;8;1;1;11;0;9;0;1;11
202101;Enero de 2021;1;Andalucía;14;Córdoba;14001;Adamuz;778;0;511;0;0;267;0;742;4;3;29
202101;Enero de 2021;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;1274;36;725;0;7;506;0;1014;15;84;161
202101;Enero de 2021;1;Andalucía;14;Córdoba;14003;Alcaracejos;54;1;22;0;0;31;0;20;0;5;29
202101;Enero de 2021;1;Andalucía;14;Córdoba;14004;Almedinilla;329;0;217;0;0;112;0;283;8;7;31
202101;Enero de 2021;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;347;1;209;1;0;135;1;219;2;29;97
202101;Enero de 2021;1;Andalucía;14;Córdoba;14006;Añora;30;0;11;1;0;18;0;5;4;3;18
202101;Enero de 2021;1;Andalucía;14;Córdoba;14007;Baena;1966;12;1383;12;9;547;3;1676;49;90;151
202101;Enero de 2021;1;Andalucía;14;Córdoba;14008;Belalcázar;117;2;48;3;2;62;0;47;0;15;55
202101;Enero de 2021;1;Andalucía;14;Córdoba;14009;Belmez;48;0;30;0;0;18;0;8;4;5;31
202101;Enero de 2021;1;Andalucía;14;Córdoba;14010;Benamejí;529;6;315;4;5;199;0;455;17;20;37
202101;Enero de 2021;1;Andalucía;14;Córdoba;14011;Blázquez, Los;22;0;12;0;0;10;0;2;0;7;13
202101;Enero de 2021;1;Andalucía;14;Córdoba;14012;Bujalance;1445;4;953;1;0;486;1;1391;6;13;35
202101;Enero de 2021;1;Andalucía;14;Córdoba;14013;Cabra;1470;2;917;10;3;532;6;1216;39;18;197
202101;Enero de 2021;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;1262;25;878;0;7;350;2;1234;3;4;21
202101;Enero de 2021;1;Andalucía;14;Córdoba;14015;Carcabuey;351;1;252;0;0;98;0;316;6;6;23
202101;Enero de 2021;1;Andalucía;14;Córdoba;14016;Cardeña;79;0;60;0;0;19;0;68;1;0;10
202101;Enero de 2021;1;Andalucía;14;Córdoba;14017;Carlota, La;546;1;343;4;0;196;2;271;96;85;94
202101;Enero de 2021;1;Andalucía;14;Córdoba;14018;Carpio, El;154;1;89;2;1;61;0;49;23;8;74
202101;Enero de 2021;1;Andalucía;14;Córdoba;14019;Castro del Río;1465;5;1039;0;2;418;1;1328;20;45;72
202101;Enero de 2021;1;Andalucía;14;Córdoba;14020;Conquista;24;0;14;0;0;9;1;9;0;9;6
202101;Enero de 2021;1;Andalucía;14;Córdoba;14021;Córdoba;10045;182;5473;198;157;3913;122;2484;824;998;5739
202101;Enero de 2021;1;Andalucía;14;Córdoba;14022;Doña Mencía;444;0;267;0;0;176;1;393;8;6;37
202101;Enero de 2021;1;Andalucía;14;Córdoba;14023;Dos Torres;91;0;31;1;0;59;0;4;36;28;23
202101;Enero de 2021;1;Andalucía;14;Córdoba;14024;Encinas Reales;276;1;174;1;0;100;0;243;13;2;18
202101;Enero de 2021;1;Andalucía;14;Córdoba;14025;Espejo;538;1;338;2;2;195;0;487;3;21;27
202101;Enero de 2021;1;Andalucía;14;Córdoba;14026;Espiel;147;1;112;2;0;31;1;22;99;4;22
202101;Enero de 2021;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;330;1;223;1;0;103;2;204;7;42;77
202101;Enero de 2021;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;2;0;1;0;0;1;0;0;0;0;2
202101;Enero de 2021;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;83;0;45;0;0;38;0;29;0;11;43
202101;Enero de 2021;1;Andalucía;14;Córdoba;14030;Fuente Palmera;1179;13;780;2;1;382;1;993;28;79;79
202101;Enero de 2021;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;120;0;80;0;0;40;0;93;17;0;10
202101;Enero de 2021;1;Andalucía;14;Córdoba;14032;Granjuela, La;6;0;3;0;0;3;0;1;0;2;3
202101;Enero de 2021;1;Andalucía;14;Córdoba;14033;Guadalcázar;117;1;84;0;1;30;1;86;18;5;8
202101;Enero de 2021;1;Andalucía;14;Córdoba;14034;Guijo, El;28;0;17;0;0;11;0;2;0;0;26
202101;Enero de 2021;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;141;0;74;2;0;64;1;7;17;43;74
202101;Enero de 2021;1;Andalucía;14;Córdoba;14036;Hornachuelos;916;1;620;1;1;292;1;817;28;35;36
202101;Enero de 2021;1;Andalucía;14;Córdoba;14037;Iznájar;677;0;473;2;0;200;2;610;11;9;47
202101;Enero de 2021;1;Andalucía;14;Córdoba;14038;Lucena;2531;54;1562;42;29;819;25;1839;278;99;315
202101;Enero de 2021;1;Andalucía;14;Córdoba;14039;Luque;349;0;223;0;0;126;0;309;15;1;24
202101;Enero de 2021;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;752;3;500;1;2;242;4;703;18;1;30
202101;Enero de 2021;1;Andalucía;14;Córdoba;14041;Montemayor;272;1;186;4;0;79;2;207;8;40;17
202101;Enero de 2021;1;Andalucía;14;Córdoba;14042;Montilla;1375;20;784;13;2;551;5;800;150;188;237
202101;Enero de 2021;1;Andalucía;14;Córdoba;14043;Montoro;1221;3;726;1;3;488;0;1038;23;37;123
202101;Enero de 2021;1;Andalucía;14;Córdoba;14044;Monturque;143;0;84;0;0;58;1;93;37;5;8
202101;Enero de 2021;1;Andalucía;14;Córdoba;14045;Moriles;252;0;151;0;0;101;0;166;6;53;27
202101;Enero de 2021;1;Andalucía;14;Córdoba;14046;Nueva Carteya;779;0;496;0;0;282;1;748;1;4;26
202101;Enero de 2021;1;Andalucía;14;Córdoba;14047;Obejo;52;0;37;2;0;13;0;39;0;0;13
202101;Enero de 2021;1;Andalucía;14;Córdoba;14048;Palenciana;106;0;72;0;0;34;0;93;0;0;13
202101;Enero de 2021;1;Andalucía;14;Córdoba;14049;Palma del Río;2952;8;1943;4;3;989;5;2511;70;72;299
202101;Enero de 2021;1;Andalucía;14;Córdoba;14050;Pedro Abad;142;0;81;3;0;58;0;36;4;21;81
202101;Enero de 2021;1;Andalucía;14;Córdoba;14051;Pedroche;32;0;12;0;0;20;0;5;2;2;23
202101;Enero de 2021;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;168;1;65;4;1;97;0;3;4;17;144
202101;Enero de 2021;1;Andalucía;14;Córdoba;14053;Posadas;214;1;147;1;0;64;1;157;8;11;38
202101;Enero de 2021;1;Andalucía;14;Córdoba;14054;Pozoblanco;625;3;350;7;3;260;2;96;245;53;231
202101;Enero de 2021;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1436;3;965;0;3;463;2;1070;28;109;229
202101;Enero de 2021;1;Andalucía;14;Córdoba;14056;Puente Genil;1816;7;1192;12;4;590;11;1295;167;100;254
202101;Enero de 2021;1;Andalucía;14;Córdoba;14057;Rambla, La;600;4;358;4;1;231;2;496;30;4;70
202101;Enero de 2021;1;Andalucía;14;Córdoba;14058;Rute;925;0;674;7;0;242;2;817;40;19;49
202101;Enero de 2021;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;42;0;31;0;0;11;0;37;0;0;5
202101;Enero de 2021;1;Andalucía;14;Córdoba;14060;Santaella;845;2;526;7;0;309;1;704;31;14;96
202101;Enero de 2021;1;Andalucía;14;Córdoba;14061;Santa Eufemia;14;1;7;0;0;6;0;7;1;1;5
202101;Enero de 2021;1;Andalucía;14;Córdoba;14062;Torrecampo;34;1;16;0;0;17;0;3;0;8;23
202101;Enero de 2021;1;Andalucía;14;Córdoba;14063;Valenzuela;528;0;402;0;0;126;0;512;0;2;14
202101;Enero de 2021;1;Andalucía;14;Córdoba;14064;Valsequillo;6;0;4;0;0;2;0;3;0;0;3
202101;Enero de 2021;1;Andalucía;14;Córdoba;14065;Victoria, La;97;0;48;0;0;49;0;66;0;8;23
202101;Enero de 2021;1;Andalucía;14;Córdoba;14066;Villa del Río;541;3;352;7;1;173;5;421;52;28;40
202101;Enero de 2021;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;376;0;289;3;3;81;0;270;35;24;47
202101;Enero de 2021;1;Andalucía;14;Córdoba;14068;Villaharta;31;0;17;0;1;11;2;5;0;0;26
202101;Enero de 2021;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;314;1;219;4;1;87;2;203;11;37;63
202101;Enero de 2021;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;51;0;19;0;0;32;0;10;1;7;33
202101;Enero de 2021;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;56;0;50;0;0;6;0;34;3;2;17
202101;Enero de 2021;1;Andalucía;14;Córdoba;14072;Villaralto;13;1;8;0;0;4;0;2;4;2;5
202101;Enero de 2021;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;62;0;44;0;0;18;0;31;3;1;27
202101;Enero de 2021;1;Andalucía;14;Córdoba;14074;Viso, El;96;1;74;0;0;20;1;26;2;16;52
202101;Enero de 2021;1;Andalucía;14;Córdoba;14075;Zuheros;67;0;43;0;0;23;1;60;2;0;5
202101;Enero de 2021;1;Andalucía;14;Córdoba;14901;Fuente Carreteros;8;0;2;0;0;6;0;0;3;1;4
202101;Enero de 2021;1;Andalucía;14;Córdoba;14902;Guijarrosa, La;13;0;4;0;0;9;0;2;0;0;11
202101;Enero de 2021;1;Andalucía;18;Granada;18001;Agrón;9;0;6;0;0;3;0;7;0;0;2
202101;Enero de 2021;1;Andalucía;18;Granada;18002;Alamedilla;52;0;29;0;0;23;0;43;0;4;5
202101;Enero de 2021;1;Andalucía;18;Granada;18003;Albolote;741;8;525;20;6;172;10;223;70;104;344
202101;Enero de 2021;1;Andalucía;18;Granada;18004;Albondón;63;0;8;0;0;55;0;1;0;3;59
202101;Enero de 2021;1;Andalucía;18;Granada;18005;Albuñán;13;2;1;0;0;10;0;2;3;0;8
202101;Enero de 2021;1;Andalucía;18;Granada;18006;Albuñol;208;0;115;1;0;91;1;175;1;2;30
202101;Enero de 2021;1;Andalucía;18;Granada;18007;Albuñuelas;73;1;44;0;0;28;0;44;1;19;9
202101;Enero de 2021;1;Andalucía;18;Granada;18010;Aldeire;25;0;7;3;0;14;1;2;3;4;16
