;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
202201;Enero de 2022;1;Andalucía;4;Almería;04032;Carboneras;135;25;79;6;<5;20;<5;40;<5;23;68
202201;Enero de 2022;1;Andalucía;4;Almería;04033;Castro de Filabres;0;0;0;0;0;0;0;0;0;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04034;Cóbdar;<5;0;<5;0;0;<5;0;<5;0;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04035;Cuevas del Almanzora;662;89;372;22;27;142;10;404;6;13;239
202201;Enero de 2022;1;Andalucía;4;Almería;04036;Chercos;9;<5;<5;0;0;6;0;<5;<5;0;7
202201;Enero de 2022;1;Andalucía;4;Almería;04037;Chirivel;48;16;9;9;<5;11;<5;29;0;0;19
202201;Enero de 2022;1;Andalucía;4;Almería;04038;Dalías;58;<5;22;7;<5;23;0;12;<5;10;35
202201;Enero de 2022;1;Andalucía;4;Almería;04041;Enix;7;<5;<5;0;0;<5;0;<5;0;0;5
202201;Enero de 2022;1;Andalucía;4;Almería;04043;Felix;<5;0;0;0;0;<5;0;<5;0;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04044;Fines;26;<5;15;<5;0;6;<5;<5;5;5;12
202201;Enero de 2022;1;Andalucía;4;Almería;04045;Fiñana;32;<5;15;<5;0;13;<5;18;<5;<5;9
202201;Enero de 2022;1;Andalucía;4;Almería;04046;Fondón;17;0;8;0;<5;7;<5;7;0;<5;7
202201;Enero de 2022;1;Andalucía;4;Almería;04047;Gádor;62;5;42;<5;<5;9;<5;20;16;15;11
202201;Enero de 2022;1;Andalucía;4;Almería;04048;Gallardos, Los;31;10;7;<5;0;10;<5;<5;0;<5;28
202201;Enero de 2022;1;Andalucía;4;Almería;04049;Garrucha;86;8;23;6;7;37;5;<5;<5;8;75
202201;Enero de 2022;1;Andalucía;4;Almería;04050;Gérgal;47;16;12;0;10;9;0;29;0;0;18
202201;Enero de 2022;1;Andalucía;4;Almería;04051;Huécija;10;<5;5;0;<5;<5;0;<5;0;0;8
202201;Enero de 2022;1;Andalucía;4;Almería;04052;Huércal de Almería;462;41;197;23;16;178;7;<5;12;36;412
202201;Enero de 2022;1;Andalucía;4;Almería;04053;Huércal-Overa;664;30;429;14;21;162;8;349;17;22;276
202201;Enero de 2022;1;Andalucía;4;Almería;04054;Illar;9;0;5;0;0;<5;0;<5;0;0;8
202201;Enero de 2022;1;Andalucía;4;Almería;04055;Instinción;15;0;8;0;<5;5;0;7;<5;<5;6
202201;Enero de 2022;1;Andalucía;4;Almería;04056;Laroya;5;<5;<5;0;<5;<5;0;0;<5;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04057;Láujar de Andarax;80;9;35;<5;<5;31;<5;<5;<5;5;69
202201;Enero de 2022;1;Andalucía;4;Almería;04058;Líjar;8;0;<5;0;0;5;0;<5;0;0;6
202201;Enero de 2022;1;Andalucía;4;Almería;04059;Lubrín;34;<5;15;6;<5;9;<5;<5;<5;9;17
202201;Enero de 2022;1;Andalucía;4;Almería;04060;Lucainena de las Torres;35;<5;24;<5;0;6;<5;24;<5;<5;7
202201;Enero de 2022;1;Andalucía;4;Almería;04061;Lúcar;15;<5;<5;0;0;11;0;<5;<5;<5;7
202201;Enero de 2022;1;Andalucía;4;Almería;04062;Macael;49;7;27;<5;<5;7;<5;<5;20;<5;22
202201;Enero de 2022;1;Andalucía;4;Almería;04063;María;12;<5;8;0;0;<5;0;<5;<5;0;7
202201;Enero de 2022;1;Andalucía;4;Almería;04064;Mojácar;439;20;243;8;14;145;9;272;<5;19;146
202201;Enero de 2022;1;Andalucía;4;Almería;04065;Nacimiento;11;<5;5;0;<5;<5;<5;5;<5;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04066;Níjar;1333;127;528;46;58;544;30;540;27;43;723
202201;Enero de 2022;1;Andalucía;4;Almería;04067;Ohanes;14;0;7;0;0;7;0;6;0;0;8
202201;Enero de 2022;1;Andalucía;4;Almería;04068;Olula de Castro;6;0;<5;0;0;5;0;6;0;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04069;Olula del Río;85;9;26;<5;5;42;0;0;<5;<5;77
202201;Enero de 2022;1;Andalucía;4;Almería;04070;Oria;124;5;52;13;<5;41;12;9;<5;<5;111
202201;Enero de 2022;1;Andalucía;4;Almería;04071;Padules;14;0;8;<5;0;5;0;<5;0;<5;9
202201;Enero de 2022;1;Andalucía;4;Almería;04072;Partaloa;11;<5;<5;0;0;5;0;<5;0;<5;5
202201;Enero de 2022;1;Andalucía;4;Almería;04073;Paterna del Río;8;0;<5;0;0;5;0;0;0;0;8
202201;Enero de 2022;1;Andalucía;4;Almería;04074;Pechina;32;0;11;<5;0;17;0;8;9;<5;13
202201;Enero de 2022;1;Andalucía;4;Almería;04075;Pulpí;1893;77;1339;6;24;442;5;1688;30;30;145
202201;Enero de 2022;1;Andalucía;4;Almería;04076;Purchena;35;6;12;<5;<5;13;<5;<5;<5;<5;31
202201;Enero de 2022;1;Andalucía;4;Almería;04077;Rágol;13;<5;6;0;0;6;0;<5;0;0;9
202201;Enero de 2022;1;Andalucía;4;Almería;04078;Rioja;19;<5;<5;<5;0;12;<5;<5;0;<5;16
202201;Enero de 2022;1;Andalucía;4;Almería;04079;Roquetas de Mar;1672;161;765;63;76;559;48;292;21;254;1105
202201;Enero de 2022;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;5;0;<5;0;0;<5;0;<5;0;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04081;Santa Fe de Mondújar;6;0;<5;0;0;<5;0;<5;0;0;5
202201;Enero de 2022;1;Andalucía;4;Almería;04082;Senés;8;0;<5;0;0;5;0;<5;0;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04083;Serón;36;<5;15;0;<5;17;0;<5;5;5;22
202201;Enero de 2022;1;Andalucía;4;Almería;04084;Sierro;<5;0;0;0;0;<5;0;0;<5;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04085;Somontín;<5;0;<5;0;0;<5;0;<5;0;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04086;Sorbas;72;14;30;<5;<5;24;0;39;<5;<5;29
202201;Enero de 2022;1;Andalucía;4;Almería;04087;Suflí;<5;0;<5;0;0;0;0;0;<5;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04088;Tabernas;160;8;74;11;<5;59;<5;22;8;50;80
202201;Enero de 2022;1;Andalucía;4;Almería;04089;Taberno;128;0;25;0;0;103;0;<5;117;0;7
202201;Enero de 2022;1;Andalucía;4;Almería;04090;Tahal;12;<5;6;0;0;5;0;7;<5;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04091;Terque;17;0;8;<5;0;7;<5;5;0;<5;11
202201;Enero de 2022;1;Andalucía;4;Almería;04092;Tíjola;63;15;12;5;0;28;<5;14;<5;<5;44
202201;Enero de 2022;1;Andalucía;4;Almería;04093;Turre;30;7;15;<5;<5;5;0;14;<5;6;9
202201;Enero de 2022;1;Andalucía;4;Almería;04094;Turrillas;5;0;<5;0;0;<5;0;<5;0;0;<5
202201;Enero de 2022;1;Andalucía;4;Almería;04095;Uleila del Campo;9;<5;5;0;<5;<5;0;<5;<5;0;7
202201;Enero de 2022;1;Andalucía;4;Almería;04096;Urrácal;6;0;<5;0;0;<5;0;6;0;0;0
202201;Enero de 2022;1;Andalucía;4;Almería;04097;Velefique;<5;0;0;0;0;<5;0;0;0;<5;0
202201;Enero de 2022;1;Andalucía;4;Almería;04098;Vélez-Blanco;36;0;19;0;0;16;<5;6;0;<5;26
202201;Enero de 2022;1;Andalucía;4;Almería;04099;Vélez-Rubio;123;12;61;<5;<5;44;<5;8;7;6;102
202201;Enero de 2022;1;Andalucía;4;Almería;04100;Vera;467;44;202;20;39;145;17;148;<5;35;281
202201;Enero de 2022;1;Andalucía;4;Almería;04101;Viator;308;32;127;22;9;103;15;<5;21;40;243
202201;Enero de 2022;1;Andalucía;4;Almería;04102;Vícar;935;57;348;14;34;476;6;189;71;11;664
202201;Enero de 2022;1;Andalucía;4;Almería;04103;Zurgena;18;5;5;<5;0;7;0;6;0;<5;9
202201;Enero de 2022;1;Andalucía;4;Almería;04901;Tres Villas, Las;22;<5;10;<5;0;7;0;6;0;0;16
202201;Enero de 2022;1;Andalucía;4;Almería;04902;Ejido, El;4324;284;1699;160;130;1956;95;1255;87;143;2839
202201;Enero de 2022;1;Andalucía;4;Almería;04903;Mojonera, La;540;35;202;16;13;264;10;316;7;5;212
202201;Enero de 2022;1;Andalucía;4;Almería;04904;Balanegra;45;0;25;0;0;20;0;12;0;0;33
202201;Enero de 2022;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;256;<5;166;<5;7;79;<5;126;0;10;120
202201;Enero de 2022;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;467;0;203;<5;0;263;0;352;0;11;104
202201;Enero de 2022;1;Andalucía;11;Cádiz;11003;Algar;38;<5;19;0;<5;16;0;<5;0;11;25
202201;Enero de 2022;1;Andalucía;11;Cádiz;11004;Algeciras;7482;117;5639;103;84;1460;79;32;169;139;7142
202201;Enero de 2022;1;Andalucía;11;Cádiz;11005;Algodonales;228;<5;118;<5;0;105;0;95;0;20;113
202201;Enero de 2022;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;866;54;445;25;38;293;11;191;46;159;470
202201;Enero de 2022;1;Andalucía;11;Cádiz;11007;Barbate;484;42;204;8;18;203;9;23;53;64;344
202201;Enero de 2022;1;Andalucía;11;Cádiz;11008;Barrios, Los;1165;51;717;15;26;342;14;52;387;111;615
202201;Enero de 2022;1;Andalucía;11;Cádiz;11009;Benaocaz;24;<5;11;0;<5;11;0;0;7;5;12
202201;Enero de 2022;1;Andalucía;11;Cádiz;11010;Bornos;198;<5;94;<5;0;97;<5;9;<5;42;144
202201;Enero de 2022;1;Andalucía;11;Cádiz;11011;Bosque, El;132;<5;71;<5;5;52;0;10;<5;17;101
202201;Enero de 2022;1;Andalucía;11;Cádiz;11012;Cádiz;4855;124;2494;91;106;1977;63;47;369;277;4162
202201;Enero de 2022;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;50;5;25;<5;<5;17;0;7;6;13;24
202201;Enero de 2022;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;582;34;327;23;16;175;7;26;8;133;415
202201;Enero de 2022;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;1665;50;896;96;47;486;90;25;202;346;1092
202201;Enero de 2022;1;Andalucía;11;Cádiz;11016;Chipiona;659;36;313;16;14;266;14;183;18;100;358
202201;Enero de 2022;1;Andalucía;11;Cádiz;11017;Espera;251;<5;198;<5;<5;48;<5;51;<5;165;34
202201;Enero de 2022;1;Andalucía;11;Cádiz;11018;Gastor, El;51;0;30;0;0;21;0;21;0;8;22
202201;Enero de 2022;1;Andalucía;11;Cádiz;11019;Grazalema;112;0;49;<5;0;60;<5;6;0;<5;105
202201;Enero de 2022;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;8519;232;4418;192;155;3372;150;1245;540;800;5934
202201;Enero de 2022;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;166;6;104;<5;<5;51;<5;85;<5;22;56
202201;Enero de 2022;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;954;41;296;38;26;518;35;<5;53;72;827
202201;Enero de 2022;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;363;12;189;6;<5;149;<5;86;22;31;224
202201;Enero de 2022;1;Andalucía;11;Cádiz;11024;Olvera;320;<5;137;5;<5;173;<5;162;15;13;130
202201;Enero de 2022;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;80;<5;45;0;<5;29;0;7;<5;32;40
202201;Enero de 2022;1;Andalucía;11;Cádiz;11026;Prado del Rey;80;<5;39;<5;<5;34;<5;14;10;13;43
202201;Enero de 2022;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;2561;88;1183;123;54;1008;105;54;245;267;1995
202201;Enero de 2022;1;Andalucía;11;Cádiz;11028;Puerto Real;1097;20;693;39;15;298;32;29;342;177;549
202201;Enero de 2022;1;Andalucía;11;Cádiz;11029;Puerto Serrano;204;<5;100;<5;0;101;0;25;6;46;127
202201;Enero de 2022;1;Andalucía;11;Cádiz;11030;Rota;821;41;433;28;14;275;30;103;60;169;489
202201;Enero de 2022;1;Andalucía;11;Cádiz;11031;San Fernando;1426;42;527;25;45;749;38;<5;114;105;1205
202201;Enero de 2022;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;2202;88;1053;41;56;931;33;769;65;341;1027
202201;Enero de 2022;1;Andalucía;11;Cádiz;11033;San Roque;709;44;368;42;29;197;29;12;106;172;419
202201;Enero de 2022;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;228;0;115;<5;0;109;<5;179;<5;<5;43
202201;Enero de 2022;1;Andalucía;11;Cádiz;11035;Tarifa;453;43;188;31;34;140;17;38;16;53;346
202201;Enero de 2022;1;Andalucía;11;Cádiz;11036;Torre Alháquime;52;0;22;<5;0;29;0;37;0;<5;12
202201;Enero de 2022;1;Andalucía;11;Cádiz;11037;Trebujena;169;<5;87;<5;0;77;0;52;<5;17;97
202201;Enero de 2022;1;Andalucía;11;Cádiz;11038;Ubrique;608;20;274;6;13;281;14;9;424;26;149
202201;Enero de 2022;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;544;66;215;12;35;207;9;144;5;52;343
202201;Enero de 2022;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;7;<5;<5;0;0;<5;0;<5;<5;0;<5
202201;Enero de 2022;1;Andalucía;11;Cádiz;11041;Villamartín;516;59;204;13;<5;233;<5;149;19;33;315
202201;Enero de 2022;1;Andalucía;11;Cádiz;11042;Zahara;88;<5;34;0;0;52;0;23;0;14;51
202201;Enero de 2022;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;132;5;56;0;5;60;6;9;<5;39;83
202201;Enero de 2022;1;Andalucía;11;Cádiz;11902;San José del Valle;183;<5;102;<5;<5;67;5;90;5;23;65
202201;Enero de 2022;1;Andalucía;11;Cádiz;11903;San Martín del Tesorillo;13;<5;<5;0;<5;6;<5;8;0;<5;<5
202201;Enero de 2022;1;Andalucía;14;Córdoba;14001;Adamuz;584;<5;396;0;0;186;<5;549;5;<5;27
202201;Enero de 2022;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;1343;18;781;<5;8;531;<5;1156;16;40;131
202201;Enero de 2022;1;Andalucía;14;Córdoba;14003;Alcaracejos;91;<5;54;0;0;36;0;53;0;9;29
202201;Enero de 2022;1;Andalucía;14;Córdoba;14004;Almedinilla;365;<5;250;0;0;114;0;328;13;5;19
202201;Enero de 2022;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;323;<5;195;<5;<5;119;<5;163;6;30;124
202201;Enero de 2022;1;Andalucía;14;Córdoba;14006;Añora;42;<5;21;<5;<5;14;<5;<5;<5;5;31
202201;Enero de 2022;1;Andalucía;14;Córdoba;14007;Baena;1990;13;1350;12;17;597;<5;1679;40;41;230
202201;Enero de 2022;1;Andalucía;14;Córdoba;14008;Belalcázar;151;5;52;0;5;89;0;45;<5;11;94
202201;Enero de 2022;1;Andalucía;14;Córdoba;14009;Belmez;38;<5;22;0;0;13;<5;5;<5;8;22
202201;Enero de 2022;1;Andalucía;14;Córdoba;14010;Benamejí;717;<5;459;<5;<5;250;<5;657;11;17;32
202201;Enero de 2022;1;Andalucía;14;Córdoba;14011;Blázquez, Los;45;<5;21;0;0;23;0;<5;0;8;35
202201;Enero de 2022;1;Andalucía;14;Córdoba;14012;Bujalance;1214;<5;811;0;<5;396;<5;1172;<5;11;27
202201;Enero de 2022;1;Andalucía;14;Córdoba;14013;Cabra;1855;10;1148;13;8;662;14;1501;41;75;238
202201;Enero de 2022;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;1364;24;960;0;7;372;<5;1338;7;<5;17
202201;Enero de 2022;1;Andalucía;14;Córdoba;14015;Carcabuey;397;<5;277;<5;<5;109;<5;355;<5;<5;35
202201;Enero de 2022;1;Andalucía;14;Córdoba;14016;Cardeña;62;<5;38;<5;0;22;0;38;<5;5;18
202201;Enero de 2022;1;Andalucía;14;Córdoba;14017;Carlota, La;454;24;224;11;<5;183;8;189;36;70;159
202201;Enero de 2022;1;Andalucía;14;Córdoba;14018;Carpio, El;232;<5;99;<5;0;126;<5;112;25;9;86
202201;Enero de 2022;1;Andalucía;14;Córdoba;14019;Castro del Río;1375;7;1009;<5;<5;351;<5;1241;<5;39;91
202201;Enero de 2022;1;Andalucía;14;Córdoba;14020;Conquista;13;0;7;0;0;6;0;<5;0;0;11
202201;Enero de 2022;1;Andalucía;14;Córdoba;14021;Córdoba;12237;323;6231;282;278;4895;228;2591;1050;882;7714
202201;Enero de 2022;1;Andalucía;14;Córdoba;14022;Doña Mencía;599;0;372;5;0;222;0;571;<5;<5;21
202201;Enero de 2022;1;Andalucía;14;Córdoba;14023;Dos Torres;70;0;18;0;9;43;0;5;12;15;38
202201;Enero de 2022;1;Andalucía;14;Córdoba;14024;Encinas Reales;270;0;155;<5;<5;111;0;249;<5;<5;13
202201;Enero de 2022;1;Andalucía;14;Córdoba;14025;Espejo;497;<5;314;<5;<5;177;<5;459;<5;10;27
202201;Enero de 2022;1;Andalucía;14;Córdoba;14026;Espiel;135;<5;88;<5;0;40;<5;27;55;15;38
202201;Enero de 2022;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;291;24;175;8;<5;81;<5;131;19;62;79
202201;Enero de 2022;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;0;0;0;0;0;0;0;0;0;0;0
202201;Enero de 2022;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;65;<5;34;0;<5;27;<5;22;<5;<5;38
202201;Enero de 2022;1;Andalucía;14;Córdoba;14030;Fuente Palmera;751;12;430;7;<5;292;7;590;18;31;112
202201;Enero de 2022;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;163;<5;105;<5;<5;55;0;139;6;0;18
202201;Enero de 2022;1;Andalucía;14;Córdoba;14032;Granjuela, La;8;0;6;0;0;<5;0;<5;0;<5;<5
202201;Enero de 2022;1;Andalucía;14;Córdoba;14033;Guadalcázar;67;<5;46;0;0;20;0;36;14;5;12
202201;Enero de 2022;1;Andalucía;14;Córdoba;14034;Guijo, El;26;<5;12;0;0;13;0;<5;0;0;23
202201;Enero de 2022;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;117;<5;58;7;<5;47;<5;11;18;35;53
202201;Enero de 2022;1;Andalucía;14;Córdoba;14036;Hornachuelos;1029;14;665;<5;<5;340;<5;864;16;70;79
202201;Enero de 2022;1;Andalucía;14;Córdoba;14037;Iznájar;992;0;720;<5;0;270;<5;909;15;6;62
202201;Enero de 2022;1;Andalucía;14;Córdoba;14038;Lucena;3117;56;1947;70;34;985;25;2260;362;97;398
202201;Enero de 2022;1;Andalucía;14;Córdoba;14039;Luque;420;0;277;0;0;143;0;386;6;0;28
202201;Enero de 2022;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;711;0;518;<5;<5;189;0;666;<5;6;35
202201;Enero de 2022;1;Andalucía;14;Córdoba;14041;Montemayor;242;5;156;<5;0;75;<5;197;21;5;19
202201;Enero de 2022;1;Andalucía;14;Córdoba;14042;Montilla;1426;20;832;30;8;518;18;880;176;52;318
202201;Enero de 2022;1;Andalucía;14;Córdoba;14043;Montoro;1167;<5;700;0;<5;458;<5;992;17;18;140
202201;Enero de 2022;1;Andalucía;14;Córdoba;14044;Monturque;173;0;99;<5;0;72;0;113;36;6;18
202201;Enero de 2022;1;Andalucía;14;Córdoba;14045;Moriles;239;<5;136;<5;0;96;0;145;<5;57;34
202201;Enero de 2022;1;Andalucía;14;Córdoba;14046;Nueva Carteya;924;0;580;<5;0;343;0;876;<5;14;30
202201;Enero de 2022;1;Andalucía;14;Córdoba;14047;Obejo;38;0;26;0;<5;10;<5;26;0;<5;11
202201;Enero de 2022;1;Andalucía;14;Córdoba;14048;Palenciana;119;0;71;<5;0;47;0;98;<5;0;20
202201;Enero de 2022;1;Andalucía;14;Córdoba;14049;Palma del Río;2463;37;1552;7;34;820;13;2026;38;69;330
202201;Enero de 2022;1;Andalucía;14;Córdoba;14050;Pedro Abad;188;<5;117;<5;<5;65;0;50;<5;9;126
202201;Enero de 2022;1;Andalucía;14;Córdoba;14051;Pedroche;37;<5;17;0;0;19;0;12;<5;7;17
202201;Enero de 2022;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;179;0;74;<5;<5;95;<5;<5;8;10;159
202201;Enero de 2022;1;Andalucía;14;Córdoba;14053;Posadas;267;<5;126;<5;<5;128;<5;154;12;5;96
202201;Enero de 2022;1;Andalucía;14;Córdoba;14054;Pozoblanco;760;45;378;41;31;244;21;204;238;42;276
202201;Enero de 2022;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1790;10;1148;<5;<5;623;<5;1328;20;108;334
202201;Enero de 2022;1;Andalucía;14;Córdoba;14056;Puente Genil;1938;44;1169;18;15;669;23;1341;187;76;334
202201;Enero de 2022;1;Andalucía;14;Córdoba;14057;Rambla, La;527;<5;325;<5;<5;188;7;408;23;7;89
202201;Enero de 2022;1;Andalucía;14;Córdoba;14058;Rute;1254;17;900;5;<5;329;<5;1115;50;26;63
202201;Enero de 2022;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;58;0;45;0;0;13;0;43;0;13;<5
202201;Enero de 2022;1;Andalucía;14;Córdoba;14060;Santaella;646;6;402;<5;0;236;0;544;10;11;81
202201;Enero de 2022;1;Andalucía;14;Córdoba;14061;Santa Eufemia;21;<5;13;0;0;7;0;10;0;<5;10
202201;Enero de 2022;1;Andalucía;14;Córdoba;14062;Torrecampo;36;0;15;<5;0;19;0;<5;0;9;23
202201;Enero de 2022;1;Andalucía;14;Córdoba;14063;Valenzuela;509;0;412;0;<5;96;0;491;<5;0;17
202201;Enero de 2022;1;Andalucía;14;Córdoba;14064;Valsequillo;10;0;5;0;0;5;0;<5;0;0;8
202201;Enero de 2022;1;Andalucía;14;Córdoba;14065;Victoria, La;103;0;53;0;0;50;0;67;<5;14;21
202201;Enero de 2022;1;Andalucía;14;Córdoba;14066;Villa del Río;548;21;328;8;11;177;<5;388;72;27;61
202201;Enero de 2022;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;230;<5;151;<5;<5;72;<5;149;21;11;49
202201;Enero de 2022;1;Andalucía;14;Córdoba;14068;Villaharta;19;0;8;0;<5;7;<5;<5;0;0;15
202201;Enero de 2022;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;317;8;188;<5;<5;118;<5;183;7;17;110
202201;Enero de 2022;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;54;<5;17;5;0;29;<5;<5;<5;10;37
202201;Enero de 2022;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;16;0;9;0;0;7;0;10;0;0;6
202201;Enero de 2022;1;Andalucía;14;Córdoba;14072;Villaralto;48;<5;22;<5;<5;21;<5;6;<5;23;16
202201;Enero de 2022;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;78;<5;51;0;0;23;<5;44;<5;7;25
202201;Enero de 2022;1;Andalucía;14;Córdoba;14074;Viso, El;103;5;48;<5;<5;46;0;28;<5;10;63
202201;Enero de 2022;1;Andalucía;14;Córdoba;14075;Zuheros;71;0;47;<5;0;23;0;64;<5;0;<5
